Text,Sentiment
 my house needs to be cleaned and I don't even know where to begin!!,neg
 my jb cd didnt come today. :'(,neg
 my last post didn't work iphone would make me feel better about my exam #squarespace,neg
 my left side senses are not working water in my ears ! (,neg
 My little baby deer following me around in Dalaran says &quot;Unknown's Pet&quot; ... and then WoW crashed. I guess I should get up anyway...,neg
 My little man is looking less like a baby and more like a toddler every day  *tear*,neg
 MY MAN IS HOME ,pos
"- my mario and yoshi tshirt is all dog hair covered, and i don't have a dog anymore... ",neg
 my mate now has sims 3 talk about trying to kill me ,neg
" my mom just offered me a klondike bar, and i'm not hungry, but i took it because it was a sign of friendship....not war...i'm sad now ",neg
 My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,pos
" My moodswings, nobody's online, meh.",neg
 my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I'm gonna miss her.,neg
 my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB,neg
" my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'(",neg
 my mumS DRUNK  already,neg
 My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;,pos
 My Palm wouldn't connect to the laptop. ERRRRRRRR,neg
 My perfect work of art on my hand has smudged!  Poooeypoopoo..,neg
 my phone isn't working so I haven't been able to update my twitter all day   ,neg
" My pic isn't right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen",neg
 my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus,pos
" my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!",neg
" My Scrivner update erased my old project files... and of course, I hadn't backed them up in awhile. Farewell writing! :/",neg
 my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:,neg
 my shoulder hurts...,neg
 I love morning calls from my baby! Amazing way to start off my day&lt;3,pos
 i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.,pos
 I LoVe SoUtH aMeRiCa (=,pos
 i love talking to people that i love,pos
" i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/",neg
 I love weddings! http://twitpic.com/6siposo,pos
 I love you,neg
 I love you so much,neg
 i love you!,pos
" i loved today, ohhh i missed the old group&lt;3 glad we're back!",pos
 I 'm really disappointed my brother isn't coming 2day..2morrow he will come.......I hate myself when I misunderstand things,neg
 i made practically every biblical question in RE up,pos
 i might not walk and go to the dance. if you dont have all your books turn in you cant :'(,neg
 I might quit,neg
 i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/,neg
 i miss having that SOS lol oh well....someone else'll come along loll,neg
" i miss having tweets on my cell, i'm so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it",neg
 I miss him already. I won't sleep tonight I know it,neg
 i miss him so much.,neg
 I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.,neg
" I miss mi Hermana, Nelly. &lt;3 you sis!",neg
 i miss my friend!,pos
 I miss my Megan already and I may or may not have already cried.,neg
 I miss my shawnie &amp; my baby.,neg
 i miss my sister i hope this week goes by fast!,neg
 i miss NM! awww. good times!,pos
 I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now   ,neg
 i miss you to virnisha!,neg
 i miss you!,neg
 I missed my posnegnegth update and didn't put anything special.. ready for bed? what kind sh-- is that!? maybe the 2negnegth'll b better. ;p,neg
" i missed the listening party ,anyone record a video? skool! math final!ugh",neg
 i misss youuu.,neg
 i need a good moan and hug,neg
 I need a trophy shelf. We have too many for the top of the dvd shelf.,neg
 I need another week of spring break you have no idea how much I dread going to school tomorrow,neg
 I need desprate help! Tireddd and now gotta do blooming ICT!!,neg
 I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn't even end up working at all. ugh. Story of my life lately.,neg
 i need some different medicine and some food plz. thnx.,neg
 I need some more time from work!,neg
 i need to cheer up! Argh. i hate it when i'm like this.,neg
 I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.,neg
 i need waffles!!!!!!,neg
- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...,pos
 I miss my laptop,neg
 I miss my phone.,neg
 I miss my sisters alot and want them to come home soon. I don't like being alone,neg
" i miss the seniors already. last day of school, graduation and Grizzly Bear tomorrow. it was the best of times, it was the worst of times",neg
 i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. i'll still see 6 though!,neg
 i miss trixiee and monica ((,neg
 I miss you,neg
 I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out.,neg
 i missed the game,neg
" I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year",neg
 i missed two friends weddings this weekend and i'm super sad. and i miss my best friends. and.. i could keep complaining but i won't.,neg
 i misssss you,neg
" I need a firewire drive, usb is too damn slow for restoring or backing up",neg
 i need a guy!!!!!,neg
 I need my handy dandy shooting hat.. I think that it should play a bigger role in my life.. The hat,neg
 i need my study buddy! this isn't working out!,neg
 i need some friends,neg
 i need to find another series of books to read! ahhhh Kellan Lutz is so damn hot...I'm thinking of having a KELLAN MARATHON of movies!,neg
 I need to get rid of my bad habits.,neg
 I need to study harder...,neg
 i needd coke reallyy bad :p video ideass!!??,pos
 I overbaked the cheesecake brownies.,neg
 i presented my script to the production in class and they liked &gt;.&lt; it's gonna be an interesting shooting ^^,pos
 I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football,neg
 i really don't want to go to school,neg
 I really liked Max.  He was one of my favorites #SYTYCD,neg
 I really miss you. you don't understand how much you really mean to me.,neg
 i really want to go to the katy perry concertt.,neg
 I really wanted her to win lol. I kinda guessed Diversity were gonna to win anyway. ,neg
 i really wanted to meet you and the wonder girls. good luck! is there any way i can try out to be part of your company? it's my dream!,neg
" i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 2negneg yen necklace",pos
 i run all out of people. oh well that was a pretty successful hunt haha ;D now i need a bunch of people to add me so i have more victims.,neg
 I SAID IT! i like him teehheee,pos
 i so dont have enough icon space on lj.,neg
 i so dont know what im doing on here its all so new,neg
" I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum",neg
 i start working 2morrow..there goes 6weeks of my summer,neg
 i still get teary eyed when i see p.s. i love you,neg
 i think he's cheating on me...will post story on @neg6posnegneg4     T_T,neg
 my show today at Tavern on the Green 4 Make Music NY is canceled due to rain... growl!!,neg
 my sis left twilight at her fiances! boo! k thunderstorm waterfall it is. goodnight,neg
 MY SON'S NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!,neg
 my thumb skin hurts coz its not there,neg
 My thumbs hurt from cutting pappper.,neg
 My tummy hurts. ,neg
 my tummy hurtsssss.,neg
 my tummy really hurts now oh noes,neg
" My turtle food! Its starving. ;( Im sorry, turtles. ;( I promise i buy tmr. ;(",neg
 my tv died ~Tim~,neg
 My video is almost uploaded!,pos
 my video's being weird #ChuckMeMondays #chuck!!,neg
 My wrists&amp;arms hurt.,neg
 Need for speed High stakes doesn't work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE,neg
" net  won't work, might aswell go to sleep.",neg
 never again ,neg
 Never waking up late again missed an awesome dress T3T,neg
"- new haircut, it's shorter ",neg
 new moon trailer not as awesome as I hoped...,neg
 new sandals were damaged in great fall yesterday...,neg
 nice song..http://bit.ly/iCMV2,pos
 NICK BRAUN'S TWITTER IS BEING BLOCKED!!!!!! I LOVE HIM!!!!!!!!!!!!!!!!!! THIS SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,neg
 no &quot;the postal service&quot; on twitter.....,neg
 no pos follow me,neg
 No Baseball Today (:  I Hate the Rain!!  It is May right?,neg
 no B-ball 2day Gyms getting fixed,neg
 no body will talk 2 me.     *cries*,neg
 no bonfire but maybe Venice Beach with Steph or comedy club with Sean,neg
 no chance...,neg
 no dishwasher,neg
 no job at target or party city. plan c. does anyone know how to make money without having to apply somewhere?,neg
" no MMS on 2G iPhone!  Why does Apple say its a hardware limit when jailbroken iphones can, even my T68i from 2negneg2 did it",neg
 no more arrested development. i am sad.,neg
 no naptime... being dragged to dinner. sigh! sleep sounds so good...,neg
 no new anime releases tonight that I watch.,neg
 no new svu for 3 months or so. *sniffs* I'm going to be so bored.,neg
 No one is updatinggggggg /cry,neg
" no one responded to my meetup for breakfast this morning at Carls Jr on 2nd, oh well, I'll still go myself, only closer to 7:3neg.",neg
 no one stays up as late as I do...,neg
 No one to have dinner with...,neg
 no ones talkin to me  my baby boyfriend is asleep D;D; im sad,neg
" no Otalia today, but yeahhhhhhhhhh tomorrow",neg
" no phone call, no text, nothing....pos2:3neg",neg
 no room for standby flight. Now I gotta be here for 4 more hours.,neg
" no swimming today, it's raining. Guess I'll get some reading done today, going to barnes and nobel for new books.",neg
 no they are not.. stupid changes! Why they did last year and not this year?,neg
 no transformers today! my ride stood me up can u believe this crap,neg
" no work or school, because my ears are leaking",neg
-- I think I broke the heater ,neg
 i think i finally figured out how to twitter on my phone!,pos
 I think I have a cavity...,neg
 I think I pulled a nerve in my back putting together a shelf for bd. Would that be neuralgia?,neg
